,ht,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,win_ratio,top_25_reached
Aaro Pollanen,,8.0,10.0,89.0,48.0,34.0,23.0,12.0,0.0,1.0,0.0,0.0
Joel Popov,,1.0,2.5,63.5,40.5,20.0,11.0,9.5,5.0,10.5,0.0,0.0
Patrick Kaukovalta,,2.5,4.25,62.5,33.25,22.0,10.5,10.0,3.5,8.25,0.0,0.0
Boris Kozlov,,0.3333333333333333,3.3333333333333335,54.0,36.5,20.833333333333332,6.5,9.0,3.3333333333333335,8.0,0.0,0.0
Jordan Parker,,4.5,5.25,61.75,34.25,24.0,10.75,9.25,3.25,6.75,0.0,0.0
Sameer Kumar,,3.0,2.0,58.0,29.0,18.0,13.0,11.0,4.0,9.0,0.0,0.0
Barlaham Zuluaga Gaviria,,0.0,7.0,37.0,27.0,12.0,1.0,6.0,1.0,6.0,0.0,0.0
Andres Ariel Fernandez Lopez,,1.0,4.0,48.0,24.0,10.0,6.0,7.0,4.0,10.5,0.0,0.0
Bruno Britez,,4.0,4.666666666666667,78.33333333333333,41.0,27.333333333333332,17.0,11.666666666666666,6.0,9.666666666666666,0.0,0.0
Charles Force,,0.3333333333333333,3.0,56.5,35.166666666666664,20.666666666666668,8.5,9.166666666666666,3.0,7.333333333333333,0.0,0.0
Charly Zick,,2.0,5.0,64.5,39.5,22.5,10.0,8.0,5.5,9.5,0.0,0.0
Jason Jeremy Hildebrandt,,0.0,3.0,59.0,33.0,16.0,15.0,9.0,6.0,10.0,0.0,0.0
Raheel Manji,,4.0,12.0,124.0,68.0,44.0,21.0,15.0,12.0,19.0,0.0,0.0
David Juras,,3.5,4.0,66.5,48.0,29.0,7.5,10.5,0.5,5.0,0.0,0.0
Martin Fekiac,,6.5,2.0,84.0,47.0,30.5,22.5,12.0,4.0,6.5,0.0,0.0
Grigoriy Korobeynikov,,1.4,2.4,63.4,40.2,20.4,9.8,8.4,5.0,9.6,0.0,0.0
Azizbek Lukmanov,,3.0,2.0,49.0,35.5,17.5,6.5,8.5,2.0,6.5,0.0,0.0
Brian Brogan,,1.0,2.3333333333333335,53.333333333333336,31.333333333333332,18.0,7.666666666666667,7.666666666666667,3.6666666666666665,8.0,0.0,0.0
Jannik Opitz,,6.0,9.0,82.0,43.0,29.0,14.5,12.0,6.0,11.5,0.0,0.0
Arnd Weyhausen,,1.0,3.0,54.0,27.0,16.0,16.0,9.0,1.0,4.0,0.0,0.0
Ramazan Nureev,,2.0,4.5,62.0,39.5,23.0,7.0,8.0,7.0,11.5,0.0,0.0
Gustavo Teisen Pereira,,1.0,3.0,33.0,17.0,7.0,2.0,6.0,2.0,8.0,0.0,0.0
Antonin Stepanek,,6.0,3.0,44.0,20.0,17.0,9.0,8.0,4.0,7.0,0.0,0.0
Timur Sottimov,,0.5,6.0,68.0,29.5,17.0,16.0,10.5,5.0,11.0,0.0,0.0
Kushaan Nath,,1.0,6.0,42.0,17.0,12.0,5.0,7.0,3.0,8.0,0.0,0.0
Vadim Alekseenko,,1.5,2.5,64.16666666666667,42.666666666666664,23.333333333333332,8.666666666666666,8.5,5.166666666666667,9.666666666666666,0.0,0.0
Michiel De Krom,,0.5,3.0,68.5,44.5,26.0,9.5,10.5,4.0,9.0,0.0,0.0
Rana Roop Singh Bhullar,,3.0,3.0,65.0,43.0,25.0,10.0,9.0,1.0,4.0,0.0,0.0
Shane Vinsant,,5.0,3.0,78.0,48.0,26.0,17.0,9.0,10.0,13.0,0.0,0.0
Andrew Korinek,,6.0,3.0,80.0,41.0,26.0,18.0,10.0,12.0,15.0,0.0,0.0
Zakhar Trapeznikov,,,,,,,,,,,0.0,0.0
Scott Clayton,,5.5,4.0,54.0,27.0,20.5,10.0,8.5,3.0,6.5,0.0,0.0
Bruno Mardones,,0.6666666666666666,3.6666666666666665,55.333333333333336,31.333333333333332,15.666666666666666,8.666666666666666,8.333333333333334,4.333333333333333,9.666666666666666,0.0,0.0
Mario Mansilla Diez,,0.0,2.5,56.0,34.5,15.5,10.0,8.5,6.0,11.0,0.0,0.0
Jose Juarez Caro,,1.5,5.5,55.5,32.5,17.5,10.0,8.0,5.5,9.5,0.0,0.0
Mikhail Korovin,,3.0,1.0,76.0,54.0,34.0,14.0,13.0,5.0,8.0,0.0,0.0
Arthur Surreaux,,0.75,3.75,53.25,34.75,18.5,5.75,8.75,3.75,8.75,0.0,0.0
Norbert Tadyszak,,0.5,7.0,49.5,23.5,13.5,10.5,8.5,1.5,6.0,0.0,0.0
Jakub Gewert,,0.0,5.0,71.0,38.0,20.0,9.0,7.0,12.0,18.0,0.0,0.0
Jakub Grzegorczyk,,1.0,3.0,53.0,38.0,22.0,4.0,8.0,3.0,7.0,0.0,0.0
Maciej Lorenz,,0.0,6.0,41.0,21.0,11.0,3.0,6.0,6.0,12.0,0.0,0.0
Mihailo Samardzija,,1.0,6.0,33.0,18.0,5.0,3.0,6.0,4.0,10.0,0.0,0.0
Ju Hae Moon,,4.0,5.0,48.0,34.0,24.0,5.0,9.0,0.0,3.0,0.0,0.0
Ki Su Jung,,0.6666666666666666,4.666666666666667,59.0,33.666666666666664,18.333333333333332,10.0,9.666666666666666,1.0,6.333333333333333,0.0,0.0
Francesco Moncagatto,,7.0,3.0,63.0,31.0,23.0,11.0,10.0,1.0,5.0,0.0,0.0
Florian Lakat,,9.6,6.6,75.2,41.6,29.0,13.0,11.8,2.8,7.2,0.0,0.0
Iznaur Akhmaev,,0.0,4.0,33.5,22.0,12.0,3.0,4.0,3.0,5.5,0.0,0.0
Andrea Del Federico,,1.3636363636363635,3.1818181818181817,54.18181818181818,33.45454545454545,17.181818181818183,7.2727272727272725,8.272727272727273,4.0,9.090909090909092,0.0,0.0
Frederic Stotz,,0.0,3.0,68.0,33.0,18.0,10.0,7.0,8.0,14.0,0.0,0.0
Tadiwa Chinamo,,2.0,4.0,96.0,68.0,39.0,8.0,12.0,8.0,14.0,0.0,0.0
Curtis Clarke,,1.0,4.666666666666667,46.666666666666664,27.0,14.0,6.0,7.0,4.666666666666667,9.666666666666666,0.0,0.0
Akram El Sallaly,,1.0,2.0,55.0,35.0,18.0,11.0,9.0,1.0,5.0,0.0,0.0
Oscar Matias Leiva Biason,,0.0,4.0,54.0,39.0,20.0,5.0,9.0,6.0,11.0,0.0,0.0
Mauricio Alvarez Guzman,,0.0,3.0,45.0,21.0,10.0,8.0,7.0,1.0,6.0,0.0,0.0
Javier Naser,,1.0,4.0,75.33333333333333,52.666666666666664,31.666666666666668,8.666666666666666,11.0,4.333333333333333,9.0,0.0,0.0
Jorge Abde Celis,,2.0,9.0,68.0,33.0,23.0,10.0,10.0,1.0,6.0,0.0,0.0
Andrew Ruppli,,0.0,0.0,61.0,28.0,14.0,12.0,8.0,3.0,9.0,0.0,0.0
Timur Maulenov,,6.5,6.0,56.7,24.3,16.5,11.2,8.9,3.4,8.0,0.0,0.0
Leonard Von Hindte,,0.5,1.5,61.5,34.0,17.5,12.0,8.5,6.0,10.5,0.0,0.0
Lorenzo Santini,,0.0,4.0,51.0,35.0,20.0,6.0,8.0,3.0,7.0,0.0,0.0
Federico Cecconi,,0.0,3.0,45.0,25.0,15.0,9.0,8.0,3.0,6.0,0.0,0.0
Olivier Duberville,,5.0,3.0,69.0,37.0,20.0,15.0,12.0,3.0,8.0,0.0,0.0
Yurii Dzhavakian,,7.0,6.0,55.0,32.0,21.0,9.0,8.0,6.0,9.0,0.0,0.0
Shohei Chikami,,1.0,5.0,82.0,50.5,30.5,9.5,12.0,2.5,9.0,0.0,0.0
Masaki Osafune,,2.0,2.5,66.0,36.5,25.5,14.0,10.5,2.5,5.5,0.0,0.0
Andrea Trapani,,0.0,6.5,56.5,30.0,12.0,8.5,8.5,3.0,9.5,0.0,0.0
Daniele Catini,,1.0,6.0,60.0,29.0,16.0,10.0,7.0,8.0,13.0,0.0,0.0
Giuliano Benedetti,,0.0,3.0,69.0,41.0,25.0,9.0,10.0,5.0,9.0,0.0,0.0
Alessandro Procopio,,0.0,1.0,45.0,20.0,12.0,11.0,9.0,1.0,5.0,0.0,0.0
Sean Sculley,,5.0,1.0,55.0,25.0,12.0,14.0,9.0,1.0,6.0,0.0,0.0
Ryan Hardin,,0.0,9.0,38.0,15.0,7.0,5.0,6.0,4.0,10.0,0.0,0.0
Sathi Reddy,,0.2,4.4,41.6,23.4,9.0,4.6,6.6,3.2,9.0,0.0,0.0
Jack Murray,,2.0,6.0,108.0,63.0,41.0,15.0,13.0,9.0,14.0,0.0,0.0
Cameron Silverman,,1.0,6.0,47.0,26.0,13.0,6.0,8.0,1.0,7.0,0.0,0.0
Tristan Meraut,,0.5,4.0,46.0,20.5,9.5,11.0,6.5,3.0,7.0,0.0,0.0
Junior Ore,,4.25,6.25,56.5,31.5,19.5,11.25,9.0,3.0,7.0,0.0,0.0
Jan Simon Vrbsky,,5.0,2.0,63.0,45.0,23.0,10.0,9.0,7.0,11.0,0.0,0.0
Amer Naow,,0.0,2.0,38.0,26.0,13.0,6.0,7.0,1.0,5.0,0.0,0.0
Pavel Filin,,2.0,4.0,38.0,16.0,5.0,8.0,7.0,4.0,10.0,0.0,0.0
Jorge Enrique Gonzalez Aramburu,,0.0,9.0,43.0,20.0,11.0,6.0,7.0,2.0,7.0,0.0,0.0
Eduardo Yahir Orozco Rangel,,0.5,4.0,47.5,22.5,12.5,10.5,8.0,3.0,7.5,0.0,0.0
Breno Lodis,,1.3333333333333333,5.0,44.333333333333336,19.666666666666668,10.333333333333334,7.666666666666667,7.333333333333333,2.3333333333333335,7.333333333333333,0.0,0.0
Eric Morris,,2.0,3.0,70.0,50.0,28.0,6.0,9.0,7.0,11.0,0.0,0.0
Ioan Dan Abrudan,,1.0,2.0,45.0,20.0,10.0,11.0,7.0,4.0,8.0,0.0,0.0
Sung Min Han,,0.0,4.0,50.0,37.0,18.0,3.0,9.0,3.0,9.0,0.0,0.0
Igor Kolaric,,2.0,1.0,47.0,20.0,10.0,15.0,9.0,2.0,6.0,0.0,0.0
Felix Albert,,0.0,2.0,34.0,15.0,8.0,9.0,4.0,2.0,4.0,0.0,0.0
Juan Erro,,0.0,2.0,40.0,24.0,13.0,5.0,7.0,1.0,5.0,0.0,0.0
Filip Dolezel,,2.0,4.0,66.0,30.0,15.0,13.0,7.0,13.0,19.0,0.0,0.0
Victor Girat Magin,,2.0,7.0,34.0,15.0,6.0,3.0,6.0,3.0,9.0,0.0,0.0
Janos Zibrat,,4.0,4.0,55.0,28.0,17.0,9.0,9.0,2.0,7.0,0.0,0.0
David Lucas Ambrozic,,0.6666666666666666,2.6666666666666665,41.666666666666664,22.666666666666668,8.666666666666666,6.0,6.333333333333333,3.0,8.666666666666666,0.0,0.0
Oleksandr Bielinskyi,,1.25,1.25,62.75,39.0,20.5,10.25,8.75,3.25,7.75,0.0,0.0
Daniel Guccione,,2.0,1.0,53.0,40.0,24.0,3.0,8.0,3.0,7.0,0.0,0.0
William Ma,,5.5,2.75,63.0,39.0,27.5,9.5,9.75,2.25,5.25,0.0,0.0
Juan Ignacio Iliev,,2.5,0.5,67.0,41.5,24.0,11.0,10.5,5.0,9.5,0.0,0.0
Andrea Bolla,,5.0,3.0,105.0,70.0,48.0,18.0,15.0,9.0,11.0,0.0,0.0
Jia Cheng Zhu,,0.6666666666666666,2.0,41.0,24.0,10.0,7.333333333333333,7.333333333333333,2.0,7.0,0.0,0.0
Francois Arthur Vibert,,2.0,4.5,80.5,46.5,28.0,15.5,13.0,6.5,12.0,0.0,0.0
Mohamed Nazim Makhlouf,,1.5,3.5,45.5,24.5,12.5,5.0,7.0,5.5,11.0,0.0,0.0
Sung Jun Park,,1.0,2.5,51.5,34.5,14.5,5.5,8.5,5.0,11.0,0.0,0.0
Sung Hun Kim,,0.0,2.0,61.0,41.0,19.0,10.0,7.0,10.0,14.0,0.0,0.0
Umut Akkoyun,,2.6666666666666665,4.333333333333333,67.0,42.0,25.666666666666668,10.333333333333334,10.0,4.666666666666667,8.666666666666666,0.0,0.0
Dhakshineswar Suresh,,4.0,2.75,70.0,45.0,28.75,8.75,11.75,5.0,10.0,0.0,0.0
Armaan Bhatia,,2.0,4.0,33.0,19.0,10.0,5.0,7.0,1.0,5.0,0.0,0.0
Milan Radojkovic,,4.4,7.0,74.2,36.8,23.8,17.6,11.2,5.6,9.6,0.0,0.0
Pietro Mugelli,,0.0,1.0,47.0,23.0,11.0,10.0,7.0,2.0,6.0,0.0,0.0
Joaquin Caballer,,2.0,1.0,51.0,33.0,17.0,6.0,8.0,2.0,7.0,0.0,0.0
Sebastian Arcila,,0.0,1.0,38.0,25.0,13.0,6.0,7.0,2.0,6.0,0.0,0.0
Pawel Zawisza,,2.0,3.0,85.0,60.0,41.0,9.0,15.0,1.0,6.0,0.0,0.0
Hyeong Jin Cho,,0.0,3.0,43.0,25.0,15.0,5.0,7.0,3.0,7.0,0.0,0.0
Eun Chong Shin,,0.0,1.0,59.0,46.0,25.0,6.0,8.0,5.0,9.0,0.0,0.0
Spencer Furman,,0.0,12.0,89.0,41.0,26.0,17.0,13.0,7.0,14.0,0.0,0.0
Linh Giang Trinh,183.0,1.0,4.0,59.0,33.5,18.0,11.0,10.5,3.0,9.0,0.0,0.0
Minhtuan Pham,,0.5,3.0,67.5,32.0,19.5,12.0,9.5,3.0,8.5,0.0,0.0
Timothy Sah,,4.0,3.0,66.0,28.0,17.0,21.0,10.0,4.0,7.0,0.0,0.0
Jack Vance,,0.0,2.0,56.0,29.0,16.0,10.0,8.0,7.0,12.0,0.0,0.0
Luca Gelhardt,,1.0,4.0,55.5,30.5,15.5,10.5,9.0,4.5,10.0,0.0,0.0
Oliver Hudson,,0.0,6.0,58.0,34.0,21.0,9.0,9.0,3.0,7.0,0.0,0.0
Cesar Antonio Gomez Diaz,,2.0,7.0,47.0,20.0,12.0,7.0,7.0,8.0,13.0,0.0,0.0
David Argasinski,,0.0,4.0,61.0,41.0,21.0,7.0,10.0,7.0,13.0,0.0,0.0
Pawin Jirapoomdaje,,1.0,3.0,48.0,20.0,9.0,12.0,7.0,1.0,6.0,0.0,0.0
Kittirat Kerdlaphee,,0.0,1.0,44.0,24.0,17.0,6.0,7.0,4.0,8.0,0.0,0.0
Punnakrit Kritakara,175.0,3.0,8.0,66.0,32.0,16.0,13.0,9.0,6.0,12.0,0.0,0.0
Nutdanai Sincharoenwattana,,0.0,1.0,32.0,22.0,4.0,4.0,6.0,1.0,7.0,0.0,0.0
Phongsapak Kerdlaphee,,7.0,1.0,65.0,43.0,32.0,9.0,10.0,3.0,5.0,0.0,0.0
Adrian Obert,,1.5,5.0,60.0,35.0,18.5,10.5,9.0,5.5,10.5,0.0,0.0
Roberto Maytin,,0.7142857142857143,6.142857142857143,54.57142857142857,33.0,20.142857142857142,7.571428571428571,8.571428571428571,3.5714285714285716,7.714285714285714,0.0,0.0
Jesse Delaney,,2.0,4.428571428571429,52.0,29.285714285714285,17.142857142857142,7.428571428571429,7.857142857142857,3.4285714285714284,8.142857142857142,0.0,0.0
Juan Pablo Grassi Mazzuchi,,2.0,2.0,66.0,35.0,21.0,18.0,11.0,2.0,5.0,0.0,0.0
Tobias Sonne,,3.0,5.0,115.0,79.0,48.0,17.0,16.0,4.0,9.0,0.0,0.0
Gaston Tonello,,1.0,5.0,45.0,22.0,13.0,6.0,8.0,3.0,8.0,0.0,0.0
Francisco Aranguren,,0.0,6.0,38.0,19.0,8.0,5.0,7.0,1.0,6.0,0.0,0.0
Jun Sang Park,,1.0,2.0,42.0,17.0,7.0,7.0,7.0,6.0,12.0,0.0,0.0
Domenico Scelzi,,1.0,2.0,55.0,34.0,15.0,8.0,8.0,5.0,11.0,0.0,0.0
Kevin Portmann,,2.0,3.0,46.0,17.0,7.0,11.0,7.0,2.0,7.0,0.0,0.0
Arvid Nordquist,,0.0,1.0,51.0,35.0,14.0,9.0,7.0,4.0,9.0,0.0,0.0
Eric Ahren Moonga,,0.0,2.5,49.5,32.5,16.5,6.0,8.5,3.0,8.0,0.0,0.0
Malik Bhatnagar,,0.0,14.0,103.0,55.0,33.0,19.0,11.0,12.0,17.0,0.0,0.0
Sebastien Collard,,2.0,7.0,54.0,26.0,14.0,12.5,9.0,1.0,6.0,0.0,0.0
Denys Mylokostov,,1.0,2.5,51.5,30.5,15.0,7.0,8.5,2.5,7.5,0.0,0.0
Peter Balla,,5.0,5.0,52.0,32.0,24.0,7.0,9.0,5.0,8.0,0.0,0.0
Dylan Gee,,4.0,3.0,65.0,37.0,28.0,10.0,11.0,0.0,3.0,0.0,0.0
Bjorn Hoffmann,,0.0,4.0,47.0,31.0,15.0,6.0,9.0,2.0,7.0,0.0,0.0
Nicholas Alexander Reyes,,6.0,3.5,67.0,36.5,21.75,14.25,9.75,3.5,8.0,0.0,0.0
Thomas Wright,,0.0,5.0,44.0,26.0,11.0,7.0,7.0,3.0,8.0,0.0,0.0
Mandresy Rakotomalala,,3.0,1.0,48.0,27.0,19.0,10.0,9.0,1.0,4.0,0.0,0.0
William Kirkman,,2.0,1.0,63.0,35.0,23.0,10.0,9.0,1.0,4.0,0.0,0.0
Benjamin Hannestad,,2.5,5.0,66.0,37.5,25.0,11.0,9.5,5.0,9.0,0.0,0.0
Xiao Qi,,0.0,4.0,57.0,35.0,19.0,9.0,9.0,3.0,8.0,0.0,0.0
Zhao Tai Li,,0.0,2.5,56.5,35.5,22.0,8.5,8.5,3.5,7.0,0.0,0.0
Peng Xiang Gong,,1.0,3.0,73.0,43.0,25.0,17.0,13.0,3.0,8.0,0.0,0.0
Jiajun Zhang,,0.0,4.0,48.0,31.0,15.0,3.0,6.0,5.0,11.0,0.0,0.0
Yanais Laurent,,0.0,0.6666666666666666,60.666666666666664,36.333333333333336,19.333333333333332,10.0,8.666666666666666,5.0,9.666666666666666,0.0,0.0
Fabio Costa,,3.0,5.0,47.0,29.0,14.0,6.0,8.0,6.0,11.0,0.0,0.0
Matteo Vialmin,,0.0,5.0,60.0,24.0,9.0,15.0,11.0,3.0,10.0,0.0,0.0
Pierre Louis Dodens,,1.0,3.0,34.0,19.0,6.0,5.0,7.0,1.0,6.0,0.0,0.0
Carlos Arana,,1.0,3.0,41.0,21.0,9.0,5.0,7.0,4.0,10.0,0.0,0.0
Jose Gilbert Gomez,,0.3333333333333333,4.666666666666667,39.666666666666664,25.0,10.0,4.333333333333333,7.333333333333333,1.3333333333333333,6.666666666666667,0.0,0.0
Mateo Galdon,,0.0,5.0,33.0,12.0,6.0,5.0,6.0,0.0,5.0,0.0,0.0
Sean Hodkin,,3.0,3.0,68.66666666666667,42.666666666666664,24.666666666666668,15.333333333333334,11.666666666666666,5.333333333333333,9.666666666666666,0.0,0.0
Max Stewart,,2.0,3.0,50.0,26.0,16.0,11.0,8.0,5.0,8.0,0.0,0.0
Henry Choi,,0.0,2.0,68.0,35.0,20.0,11.0,11.0,5.0,12.0,0.0,0.0
Rahim Esmail,,1.0,6.0,43.0,17.0,6.0,9.0,6.0,7.0,13.0,0.0,0.0
George Jecminek,,4.0,9.0,100.0,54.0,37.0,17.0,12.0,11.0,15.0,0.0,0.0
Alexander Day,,1.0,7.0,78.0,44.5,27.5,11.0,10.0,8.0,13.5,0.0,0.0
Rodion Pak,,0.0,1.0,48.0,28.0,14.0,9.0,8.0,2.0,7.0,0.0,0.0
Sven Lemstra,,3.5,4.5,52.5,26.5,18.5,9.5,8.0,3.0,6.5,0.0,0.0
Daniil Zarichanskyy,,3.0,2.5,51.0,26.5,15.5,9.0,8.0,3.5,8.0,0.0,0.0
Diego Matos,,6.333333333333333,4.0,65.33333333333333,42.0,27.666666666666668,9.333333333333334,10.0,3.3333333333333335,7.333333333333333,0.0,0.0
Vishal Punna,,0.0,1.0,57.0,35.0,18.0,9.0,8.0,2.0,7.0,0.0,0.0
Felipe Muzzi,,0.0,2.0,38.0,21.0,7.0,4.0,6.0,2.0,8.0,0.0,0.0
Michele Cappellacci,,0.5,3.0,48.5,32.5,17.0,5.0,7.5,3.0,8.0,0.0,0.0
Toni Simonovic,,1.0,3.0,49.0,31.0,12.0,11.0,7.0,7.0,11.0,0.0,0.0
Kevin Jack Carpenter,,1.6666666666666667,2.6666666666666665,47.333333333333336,30.666666666666668,16.666666666666668,6.333333333333333,7.666666666666667,5.0,9.333333333333334,0.0,0.0
Ryan Goetz,,2.0,2.0,76.0,47.5,30.5,12.0,11.5,4.0,8.5,0.0,0.0
Scott Eddins,,,,,,,,,,,0.0,0.0
Antonio Issa Filho,,,,,,,,,,,0.0,0.0
Alessandro Guevara,,,,,,,,,,,0.0,0.0
Hans Grobecker,,,,,,,,,,,0.0,0.0
Bjorn Jacob,,,,,,,,,,,0.0,0.0
Duc Quynh Tran,,,,,,,,,,,0.0,0.0
Tomer Suissa,,,,,,,,,,,0.0,0.0
Eyal Ran,183.0,,,,,,,,,,0.0,0.0
Martin Stringari,188.0,,,,,,,,,,0.0,0.0
Eduardo Frick,,,,,,,,,,,0.0,0.0
Cagdas Ulukan,,,,,,,,,,,0.0,0.0
Aivaras Balzekas,,,,,,,,,,,0.0,0.0
Philipp Stark,,,,,,,,,,,0.0,0.0
Rodrigo Cataldi,,,,,,,,,,,0.0,0.0
Declan Friesberg,,,,,,,,,,,0.0,0.0
Grant Silcock,,,,,,,,,,,0.0,0.0
Josh Tuckfield,,,,,,,,,,,0.0,0.0
Taras Demyanekno,,,,,,,,,,,0.0,0.0
Luis Ernesto Peon,,,,,,,,,,,0.0,0.0
Zachariah Borges,,,,,,,,,,,0.0,0.0
Andreas Bubik,,,,,,,,,,,0.0,0.0
Mario Toledo,,,,,,,,,,,0.0,0.0
Tamas Paar,,,,,,,,,,,0.0,0.0
Roman Kukal,,,,,,,,,,,0.0,0.0
Mirko Ivanda,,,,,,,,,,,0.0,0.0
Francis William Yoshimoto,,,,,,,,,,,0.0,0.0
Frantisek Babej,,,,,,,,,,,0.0,0.0
Dmitriy Makeyev,,3.0,6.0,88.0,65.0,38.0,9.0,14.0,5.0,11.0,0.0,0.0
Andrei Khlebnikov,,,,,,,,,,,0.0,0.0
Denis Salimsakov,,,,,,,,,,,0.0,0.0
Denis Kurmatov,,,,,,,,,,,0.0,0.0
Eduard Koifman,,,,,,,,,,,0.0,0.0
Abdul Hamid Makhkamov,,,,,,,,,,,0.0,0.0
Anton Mavrin,,,,,,,,,,,0.0,0.0
Alexander Maltsev,,,,,,,,,,,0.0,0.0
Omar Camporese,188.0,,,,,,,,,,0.0,0.0
Rico Jacober,,,,,,,,,,,0.0,0.0
Antonello Magris,,,,,,,,,,,0.0,0.0
Alex Vittur,,,,,,,,,,,0.0,0.0
Mauro Commisso,,,,,,,,,,,0.0,0.0
Antonio Prieto,198.0,,,,,,,,,,0.0,0.0
Rene Nicklisch,,,,,,,,,,,0.0,0.0
Ivan Beros,,,,,,,,,,,0.0,0.0
Angel Garcia Lopez,,,,,,,,,,,0.0,0.0
Jean Baptiste Poux Gautier,,,,,,,,,,,0.0,0.0
Fazaluddin Syed,,,,,,,,,,,0.0,0.0
Marton Ott,,,,,,,,,,,0.0,0.0
Sandor Noszaly,193.0,4.0,12.0,55.0,29.0,21.0,8.0,9.0,4.0,7.0,0.0,0.0
Yong Bum Seo,,,,,,,,,,,0.0,0.0
Nejc Smole,,,,,,,,,,,0.0,0.0
Francisco Bou Alameda,,,,,,,,,,,0.0,0.0
Mario Monroy,,,,,,,,,,,0.0,0.0
Luis Felipe Noriega,,,,,,,,,,,0.0,0.0
Leonardo Ramirez,,,,,,,,,,,0.0,0.0
Henner Nehles,,,,,,,,,,,0.0,0.0
Federico Camacho,,,,,,,,,,,0.0,0.0
Valentino Pest,175.0,1.0,4.0,70.0,46.0,27.0,12.0,10.0,7.0,10.0,0.0,0.0
Timo Siebert,,,,,,,,,,,0.0,0.0
Lee Radovanovich,,,,,,,,,,,0.0,0.0
Jeff Laski,,,,,,,,,,,0.0,0.0
Igor Ibrisbegovic,,,,,,,,,,,0.0,0.0
Matthew Emery,,,,,,,,,,,0.0,0.0
Enzo Artoni,,,,,,,,,,,0.0,0.0
Giorgio Prouse,,,,,,,,,,,0.0,0.0
Michael Calkins,,,,,,,,,,,0.0,0.0
Shaun Rudman,,,,,,,,,,,0.0,0.0
Albert Brice,,,,,,,,,,,0.0,0.0
Ken Whitaker,,,,,,,,,,,0.0,0.0
Jaime Fillol,180.0,,,,,,,,,,0.0,0.0
Dane Mcgregor,,,,,,,,,,,0.0,0.0
Chad Carlson,,,,,,,,,,,0.0,0.0
Geoff Abrams,,,,,,,,,,,0.0,0.0
German Berkovich,,,,,,,,,,,0.0,0.0
Carlos Lettieri,,,,,,,,,,,0.0,0.0
Lawrence Gunn,,,,,,,,,,,0.0,0.0
Roger Gubser,,,,,,,,,,,0.0,0.0
Remus Farcas,,,,,,,,,,,0.0,0.0
Nuno Marques,190.0,,,,,,,,,,0.0,0.0
Tung Yi Kho,,,,,,,,,,,0.0,0.0
Edwin Kerkhoven,,,,,,,,,,,0.0,0.0
Andreas Kauntz,,,,,,,,,,,0.0,0.0
Tomonori Kuniyoshi,,,,,,,,,,,0.0,0.0
Ezequiel Velez,,,,,,,,,,,0.0,0.0
Christian Hark,,,,,,,,,,,0.0,0.0
David Demers,,,,,,,,,,,0.0,0.0
Miha Gregorc,,,,,,,,,,,0.0,0.0
Gunter Austerhuber,,,,,,,,,,,0.0,0.0
Lucas Machado,,,,,,,,,,,0.0,0.0
Nitten Kirrtane,,,,,,,,,,,0.0,0.0
Florian Grewe,,,,,,,,,,,0.0,0.0
Richard Maier,,,,,,,,,,,0.0,0.0
Maurice Ruah,178.0,,,,,,,,,,0.0,0.0
Oscar Posada,,,,,,,,,,,0.0,0.0
Henrique Mello,,,,,,,,,,,0.0,0.0
Kamil Lewandowicz,,,,,,,,,,,0.0,0.0
Marcelo Carvalho,,,,,,,,,,,0.0,0.0
Mark Parsons,,,,,,,,,,,0.0,0.0
Jocelyn Robichaud,,,,,,,,,,,0.0,0.0
Piotr Szczepanik,,,,,,,,,,,0.0,0.0
Radoslaw Nijaki,,2.0,6.0,38.0,20.0,12.0,8.0,3.0,7.0,8.0,0.0,0.0
Alexander Hartman,,,,,,,,,,,0.0,0.0
Rhys Hanger,,,,,,,,,,,0.0,0.0
Alan Nunez Aguilera,,3.0,6.0,58.666666666666664,31.666666666666668,20.333333333333332,8.0,8.666666666666666,4.666666666666667,9.0,0.0,0.0
Domagoj Biljesko,,3.0,5.0,68.5,39.75,24.75,12.0,10.0,6.25,10.75,0.0,0.0
Chih Jen Ho,,1.0,0.6666666666666666,56.666666666666664,41.666666666666664,23.666666666666668,5.666666666666667,8.666666666666666,4.0,8.333333333333334,0.0,0.0
Alexander Klintcharov,,1.25,2.5,75.0,49.25,26.75,11.75,10.25,6.0,11.0,0.0,0.0
Alexander Braun,,5.0,5.0,85.0,54.0,43.0,15.0,16.0,3.0,6.0,0.0,0.0
Jacob Kahoun,,4.0,5.0,97.0,51.0,30.0,20.0,10.0,10.0,14.0,0.0,0.0
Patrick Davidson,,2.3333333333333335,5.333333333333333,50.666666666666664,23.333333333333332,13.0,9.666666666666666,7.666666666666667,3.6666666666666665,8.333333333333334,0.0,0.0
Dmytro Kamynin,,,,,,,,,,,0.0,0.0
Stefan Lindmark,,,,,,,,,,,0.0,0.0
Oscar Mesquida Berg,,,,,,,,,,,0.0,0.0
Nicolas Daniel Olguin,,0.0,1.0,35.0,25.0,9.0,3.0,6.0,1.0,6.0,0.0,0.0
Stefan Fiacan,,5.0,4.5,71.0,38.5,27.0,13.5,12.0,2.0,6.5,0.0,0.0
Simon Ede,,1.5,0.5,61.0,39.0,22.5,10.5,9.0,3.0,7.0,0.0,0.0
