,ht,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,win_ratio,top_25_reached
Jakob Amilon,,1.0,4.5,69.5,42.5,23.5,12.0,8.5,7.5,11.5,0.0,0.0
Eduardo Lacalle,,0.0,3.0,49.0,30.0,15.0,7.0,7.0,7.0,12.0,0.0,0.0
Nicolas Bruna,,2.3333333333333335,4.0,65.44444444444444,36.0,21.444444444444443,10.777777777777779,8.88888888888889,5.444444444444445,10.0,0.0,0.0
Marin Dumitru,,0.0,6.0,42.0,27.0,7.0,3.0,7.0,4.0,11.0,0.0,0.0
Gonzalo Urruticoechea,,0.5,4.0,47.75,29.0,12.25,5.25,7.0,4.25,10.0,0.0,0.0
Carlos Jose Cuevas,,5.0,7.0,61.0,34.0,20.0,13.0,9.0,3.0,7.0,0.0,0.0
Manfred Brandes,,3.0,8.0,48.0,21.0,15.0,12.0,8.0,0.0,3.0,0.0,0.0
Guillermo Alejandro Arrambide Herrera,,1.0,4.0,55.0,25.0,12.0,14.0,7.0,8.0,12.0,0.0,0.0
Zhu Guo,,4.0,3.5,51.0,27.0,15.5,8.5,8.0,3.0,7.5,0.0,0.0
Tian Xiang Hui,,0.0,6.0,83.0,67.0,30.0,4.0,13.0,12.0,21.0,0.0,0.0
Shun Tian Shi,,0.0,1.0,35.0,29.0,9.0,1.0,6.0,1.0,7.0,0.0,0.0
Ze Gong,,1.0,3.0,45.0,23.0,8.0,12.0,8.0,2.0,7.0,0.0,0.0
Franco Feitt,,2.0,5.5,62.75,41.75,23.5,9.5,9.5,5.0,9.5,0.0,0.0
Andrew Ely,,0.0,9.0,42.0,15.0,10.0,10.0,7.0,5.0,9.0,0.0,0.0
Lucas Koelle,,9.0,12.0,102.0,47.0,38.0,27.0,15.0,6.0,8.0,0.0,0.0
Ricardo Alban,,0.0,2.0,35.0,24.0,6.0,4.0,7.0,2.0,8.0,0.0,0.0
Facundo Jofre,,0.0,4.5,31.0,18.0,9.0,2.5,5.5,3.0,7.0,0.0,0.0
Emilio Bowen,,1.0,5.0,61.0,35.0,17.5,10.0,8.0,7.0,12.0,0.0,0.0
Carlos Andres Carrera Hidalgo,,2.0,6.0,57.0,26.0,15.0,14.0,9.0,2.0,6.0,0.0,0.0
Gabriel Andres Yaguar Espinoza,,0.0,4.0,40.0,18.0,8.0,7.0,7.0,2.0,8.0,0.0,0.0
Victor Hugo Nunez Mendoza,,0.0,3.0,46.0,31.0,16.0,5.0,8.0,1.0,6.0,0.0,0.0
Kevin Kylar,,1.4285714285714286,5.285714285714286,49.857142857142854,27.571428571428573,13.428571428571429,8.571428571428571,8.142857142857142,1.8571428571428572,7.0,0.0,0.0
Benard Bruno Nkomba,,1.0,7.5,46.0,20.5,12.25,8.5,6.75,3.0,7.25,0.0,0.0
Federico Moreno,,0.3333333333333333,3.0,51.0,32.333333333333336,19.333333333333332,7.333333333333333,8.333333333333334,3.6666666666666665,7.666666666666667,0.0,0.0
Federico Nicolas Bertucci,,0.0,2.0,68.0,46.0,29.0,7.0,9.0,4.0,8.0,0.0,0.0
Luis Mauricio Bonilla,,0.0,7.0,38.0,21.0,8.0,2.0,7.0,5.0,11.0,0.0,0.0
Agustin Suarez Gonzalez,,0.0,2.0,57.0,37.0,23.0,8.0,9.0,2.0,6.0,0.0,0.0
Juan Pablo Becker,,3.0,7.0,48.0,26.0,14.0,7.0,8.0,5.0,10.0,0.0,0.0
Takuya Komura,,0.0,3.0,79.0,48.0,34.0,16.0,11.0,5.0,7.0,0.0,0.0
Kent Tagashira,,0.5,4.25,47.5,24.25,13.0,6.0,6.75,5.25,10.5,0.0,0.0
Ren Nakamura,,0.8,2.2,50.8,30.4,16.6,8.2,7.8,4.2,8.2,0.0,0.0
Daiki Kato,,0.0,2.0,47.0,34.0,19.0,4.0,8.0,2.0,6.0,0.0,0.0
Ignacio German Dagostino Herrera,,0.0,2.0,64.0,46.0,26.0,8.0,9.0,4.0,8.0,0.0,0.0
Juan Martin,,1.0,3.0,52.0,32.0,17.0,9.0,8.0,6.0,10.0,0.0,0.0
Dmytro Badanov,,1.0,1.0,58.0,45.0,29.0,3.5,11.5,1.5,6.5,0.0,0.0
Natthasith Kunsuwan,,2.4444444444444446,3.2222222222222223,57.333333333333336,34.77777777777778,21.88888888888889,8.666666666666666,8.777777777777779,4.666666666666667,8.444444444444445,0.0,0.0
Teeradon Tortrakul,,1.0,6.5,49.0,35.0,15.5,3.0,8.5,4.0,10.5,0.0,0.0
Jatuporn Nalamphun,,0.0,11.0,60.0,28.0,16.0,8.0,7.0,7.0,13.0,0.0,0.0
Jirayu Limpathum,,1.0,4.0,51.0,25.0,13.0,12.0,7.0,4.0,8.0,0.0,0.0
Manuel Barros,,0.75,4.75,40.25,20.5,10.75,5.0,6.0,3.25,8.0,0.0,0.0
Luciano Doria,,2.5,1.5,60.0,32.5,20.5,10.75,8.5,5.75,9.5,0.0,0.0
Brian Orradre,,1.0,1.0,65.0,37.0,18.0,12.0,10.0,0.0,6.0,0.0,0.0
Julian Busch,,1.0,4.0,107.0,60.0,36.0,26.0,15.0,8.0,14.0,0.0,0.0
Leander Lazaro,,0.0,3.0,40.0,26.0,14.0,6.0,7.0,2.0,6.0,0.0,0.0
Fritz Verdad,,0.0,2.0,51.0,33.0,18.0,6.0,9.0,1.0,6.0,0.0,0.0
Xiao Gong,,1.8,1.6,61.8,38.6,20.8,11.4,8.8,4.2,7.8,0.0,0.0
Jeson Patrombon,,1.0,1.0,69.0,39.0,25.0,10.0,8.0,8.0,12.0,0.0,0.0
Alberto Lim,,3.0,0.0,49.0,33.0,14.0,7.0,8.0,3.0,8.0,0.0,0.0
Christian Oliveira,,2.0,2.6666666666666665,68.66666666666667,44.666666666666664,27.666666666666668,11.333333333333334,10.666666666666666,5.333333333333333,9.0,0.0,0.0
Joao Luiz Carvalho,,1.0,13.0,42.0,13.0,9.0,7.0,6.0,2.0,7.0,0.0,0.0
Felipe Lima,,1.0,5.0,38.0,18.0,6.0,6.0,6.0,0.0,6.0,0.0,0.0
Enzo Kohn,,4.0,4.0,44.0,23.0,14.0,5.0,8.0,2.0,7.0,0.0,0.0
Lucas Lobao,,0.0,6.0,29.0,17.0,5.0,0.0,6.0,0.0,6.0,0.0,0.0
Juan Ignacio Batalla Diez,,2.0,13.0,88.0,51.0,31.0,13.0,12.0,9.0,15.0,0.0,0.0
Fernando Cabrera,,1.0,3.0,36.0,22.0,10.0,1.0,7.0,2.0,8.0,0.0,0.0
Filip Malbasic,,1.0,3.6666666666666665,74.66666666666667,55.0,33.666666666666664,7.333333333333333,11.333333333333334,6.0,10.666666666666666,0.0,0.0
Yi Feng Li,,2.0,4.0,51.0,32.0,17.0,6.0,8.0,4.0,9.0,0.0,0.0
Francesco Faggella,,1.0,5.0,46.0,20.0,8.0,9.0,7.0,5.0,11.0,0.0,0.0
Patcharapol Kawin,,2.25,4.75,52.75,29.75,18.5,7.75,8.5,2.25,6.5,0.0,0.0
Werapath Sirijariyaporn,,3.0,4.0,58.0,39.0,21.5,7.0,9.5,6.0,10.5,0.0,0.0
Guillaume Mackenzie,,1.0,3.0,34.0,20.0,6.0,4.0,6.0,4.0,10.0,0.0,0.0
Niklas Johansson,,4.75,5.25,75.0,41.75,27.0,15.5,11.25,4.75,9.25,0.0,0.0
Daniel Svensson,,2.0,4.0,55.0,33.0,24.0,3.0,7.0,7.0,11.0,0.0,0.0
Shane Nicholls,,1.0,3.25,43.0,23.5,10.5,7.0,7.5,2.75,7.75,0.0,0.0
Zhao Cai,,1.75,1.75,51.5,29.0,16.75,10.25,8.25,3.5,7.25,0.0,0.0
Changwei Peng,,2.0,3.3333333333333335,58.333333333333336,36.666666666666664,21.666666666666668,9.666666666666666,9.333333333333334,3.0,6.666666666666667,0.0,0.0
Zi Yang Cai,,0.0,5.0,38.0,20.0,7.0,4.0,7.0,1.0,7.0,0.0,0.0
Honghan Wang,,0.0,2.0,37.5,26.5,7.0,3.0,6.5,5.5,11.5,0.0,0.0
Yang Liu,,2.0,1.0,42.0,24.0,10.0,8.0,7.0,2.0,7.0,0.0,0.0
Edward Nguyen,,0.6666666666666666,4.333333333333333,70.66666666666667,36.666666666666664,23.666666666666668,15.666666666666666,10.333333333333334,5.666666666666667,9.666666666666666,0.0,0.0
Aleksei Khomich,,0.0,3.0,36.0,19.0,6.0,4.0,6.0,3.0,9.0,0.0,0.0
Federico Bertuccioli,,2.0,4.666666666666667,61.333333333333336,30.666666666666668,18.0,11.0,8.333333333333334,7.333333333333333,12.333333333333334,0.0,0.0
Enrico Dos Santos Lima,,0.0,1.0,60.0,33.0,15.0,17.0,9.0,2.0,6.0,0.0,0.0
Lucas Agra,,5.0,11.0,59.0,17.0,13.0,14.0,7.0,6.0,11.0,0.0,0.0
Levente Godry,,2.3333333333333335,8.666666666666666,55.333333333333336,31.0,20.333333333333332,9.333333333333334,8.666666666666666,2.6666666666666665,6.666666666666667,0.0,0.0
Jonathan Bejar,,2.0,6.0,42.0,18.0,10.0,6.0,7.0,2.0,7.0,0.0,0.0
David Barclay,,4.875,5.0,85.375,50.0,33.75,16.375,13.125,4.875,8.75,0.0,0.0
Arjun Mehrotra,,2.6666666666666665,3.3333333333333335,54.666666666666664,33.0,16.333333333333332,11.0,8.333333333333334,4.0,8.0,0.0,0.0
Jarred Wynan,,10.5,4.0,59.0,32.5,22.5,10.0,9.0,4.5,8.0,0.0,0.0
Sultan Narbekov,,0.5,4.0,48.25,23.25,13.0,8.5,8.0,3.5,8.5,0.0,0.0
Riley H Reist,,1.0,7.0,51.0,29.0,17.0,7.0,7.0,8.0,12.0,0.0,0.0
William Bushamuka,,3.8,3.4,63.4,36.2,22.4,13.4,10.6,2.8,6.8,0.0,0.0
Matthew Mendez,,1.0,3.0,59.0,33.0,23.0,14.0,9.0,3.0,5.0,0.0,0.0
Fares Ghasya,,7.333333333333333,4.333333333333333,93.0,60.666666666666664,40.333333333333336,15.333333333333334,13.333333333333334,8.0,11.333333333333334,0.0,0.0
Manuel Ribeca,,4.0,3.0,54.0,30.0,19.0,7.0,7.0,7.0,11.0,0.0,0.0
Stefano Baldoni,,1.0,3.0,58.0,35.333333333333336,17.666666666666668,9.0,8.666666666666666,2.3333333333333335,7.333333333333333,0.0,0.0
Giulio Giulioli,,0.0,1.0,34.0,27.0,8.0,1.0,6.0,1.0,7.0,0.0,0.0
Michal Pazicky,,2.0,5.0,57.0,26.5,18.5,9.0,8.0,6.5,11.5,0.0,0.0
Peter Samosi,,0.0,11.0,67.0,32.0,23.0,7.0,10.0,4.0,10.0,0.0,0.0
Petar Conkic,,1.0,1.0,95.0,53.0,36.0,21.0,17.0,2.0,8.0,0.0,0.0
Nenad Vladusic,,2.0,12.0,79.0,43.0,29.0,12.0,8.0,12.0,16.0,0.0,0.0
Daniel Bennett,,3.0,3.3333333333333335,47.333333333333336,24.333333333333332,13.333333333333334,7.333333333333333,7.0,4.0,9.0,0.0,0.0
Lorenzo Corioni,,3.0,3.0,47.0,24.0,9.0,8.0,7.0,1.0,7.0,0.0,0.0
Mayez Jupiter Elrich,,0.0,4.0,42.0,22.0,10.0,7.0,7.0,4.0,9.0,0.0,0.0
Blade Fong,,0.0,2.0,55.0,32.0,14.0,13.0,8.0,3.0,8.0,0.0,0.0
Nikita Girey Demir,,0.0,10.0,34.0,15.0,9.0,3.0,6.0,1.0,6.0,0.0,0.0
Leon Vessels,,1.0,9.0,36.0,20.0,8.0,2.0,7.0,0.0,6.0,0.0,0.0
Torben Otto,,2.0,8.0,74.0,47.0,25.0,11.0,13.0,4.0,11.0,0.0,0.0
Rong Ma,,0.5,3.0,61.0,36.0,22.0,12.0,10.0,2.5,6.5,0.0,0.0
Kento Tanaka Tamaki,,1.0,3.5,64.0,38.0,23.5,8.0,9.0,4.0,8.5,0.0,0.0
Jakub Hadrava,,1.0,11.0,83.0,53.5,34.0,7.0,10.0,8.5,14.0,0.0,0.0
Keanu Ellen,,0.0,8.0,36.0,15.0,7.0,4.0,6.0,2.0,8.0,0.0,0.0
Jaume Martinez Vich,,0.0,2.0,57.0,39.0,24.0,6.0,8.0,2.0,6.0,0.0,0.0
Beck Pennington,,2.0,11.0,58.0,30.0,20.0,11.0,9.0,7.0,11.0,0.0,0.0
Jeremy Efferding,,3.0,6.0,83.0,45.0,38.0,18.0,16.0,2.0,5.0,0.0,0.0
Alexander Gornet,,1.0,4.0,42.0,27.0,11.0,4.0,7.0,3.0,8.0,0.0,0.0
Jerry Makowski,,,,,,,,,,,0.0,0.0
David Villanueva Perez,,,,,,,,,,,0.0,0.0
Issam Jellali,,,,,,,,,,,0.0,0.0
Marco De Sanctic,,,,,,,,,,,0.0,0.0
Adriano Albanesi,,,,,,,,,,,0.0,0.0
Filippo Figliomeni,,,,,,,,,,,0.0,0.0
Antonio Gramaglia,,,,,,,,,,,0.0,0.0
Nikos Rovas,,,,,,,,,,,0.0,0.0
Stanislav Pribylov,,,,,,,,,,,0.0,0.0
Andrei Somov,,,,,,,,,,,0.0,0.0
Andrei Mazkun,,,,,,,,,,,0.0,0.0
Dmytro Karnaukh,,,,,,,,,,,0.0,0.0
Eduardo Glukhov,,,,,,,,,,,0.0,0.0
Dmitri Kotchetkov,,,,,,,,,,,0.0,0.0
Bryan Juinio,,,,,,,,,,,0.0,0.0
Julien Couly,,,,,,,,,,,0.0,0.0
Carlos Gomez Diaz,,,,,,,,,,,0.0,0.0
Yann Dupuy,,,,,,,,,,,0.0,0.0
Stephane Courtade,,,,,,,,,,,0.0,0.0
Minh Quan Do,,0.0,3.0,52.0,27.0,18.0,6.0,9.0,1.0,6.0,0.0,0.0
Khuong Huynh,,,,,,,,,,,0.0,0.0
Attapol Rithiwattanapong,,,,,,,,,,,0.0,0.0
Motaz Abou El Khair,,,,,,,,,,,0.0,0.0
Marwan Ziwar,,,,,,,,,,,0.0,0.0
Paulo Passold,,,,,,,,,,,0.0,0.0
Rodrigo Michelucci,,,,,,,,,,,0.0,0.0
Fernando Maniero,,,,,,,,,,,0.0,0.0
Christian Perrone,,,,,,,,,,,0.0,0.0
Sergio Parente Vasquez,,,,,,,,,,,0.0,0.0
Stefano Dolce,,,,,,,,,,,0.0,0.0
Martin Rammal,,,,,,,,,,,0.0,0.0
Vladimir Melnikov,,,,,,,,,,,0.0,0.0
Graydon Oliver,193.0,,,,,,,,,,0.0,0.0
Simon Rea,,1.0,8.5,68.0,35.0,20.0,12.0,8.5,5.5,10.0,0.0,0.0
Mark Dietrich,,,,,,,,,,,0.0,0.0
Roger Krajcovic,,,,,,,,,,,0.0,0.0
Jochen Matschke,,,,,,,,,,,0.0,0.0
Christian Magg,,2.0,3.5,71.0,50.0,26.5,8.5,9.5,6.5,11.5,0.0,0.0
Marian Podeprel,,,,,,,,,,,0.0,0.0
Martin Schulhauser,,,,,,,,,,,0.0,0.0
Jonathan Sucupira,,,,,,,,,,,0.0,0.0
Pietro Ansaldo,,0.0,5.0,44.0,25.0,15.0,7.0,8.0,1.0,5.0,0.0,0.0
Hendrik Dreekmann,188.0,7.0,6.0,86.5,52.5,37.0,17.5,12.0,5.5,8.0,0.0,0.0
Jose Ignacio Rodriguez,,,,,,,,,,,0.0,0.0
Matteo Galli,,,,,,,,,,,0.0,0.0
Claudio Rizzo,,,,,,,,,,,0.0,0.0
Martin Pucalka,,,,,,,,,,,0.0,0.0
Dennis Peschek,,0.0,7.0,40.0,23.0,14.0,4.0,7.0,3.0,7.0,0.0,0.0
Trent Aaron,,,,,,,,,,,0.0,0.0
Carl Hagman,,,,,,,,,,,0.0,0.0
Kenneth Tuilier Curco,,,,,,,,,,,0.0,0.0
James Collieson,,,,,,,,,,,0.0,0.0
Alexej Beljajev,,,,,,,,,,,0.0,0.0
Hyun Joon Suk,,,,,,,,,,,0.0,0.0
Yoann Villar,,,,,,,,,,,0.0,0.0
Ivan Estevez,,,,,,,,,,,0.0,0.0
Marc Pijoan,,,,,,,,,,,0.0,0.0
Torsten Riedel,,,,,,,,,,,0.0,0.0
Sascha Hesse,,,,,,,,,,,0.0,0.0
Olivier Mauger,,,,,,,,,,,0.0,0.0
Thomas Shimada,178.0,3.0,1.0,51.0,29.0,18.0,14.0,10.0,1.0,4.0,0.0,0.0
Branislav Repa,,,,,,,,,,,0.0,0.0
Iphton Louis,,,,,,,,,,,0.0,0.0
James Shortall,,,,,,,,,,,0.0,0.0
Alistair Hunt,190.0,,,,,,,,,,0.0,0.0
Evan Austin,,,,,,,,,,,0.0,0.0
Matt Sabo,175.0,,,,,,,,,,0.0,0.0
Alberto Koffman,,,,,,,,,,,0.0,0.0
Martin Garcia,190.0,1.5,8.5,80.0,48.5,32.5,13.0,13.0,8.0,12.5,0.0,0.0
Eduardo Bohrer,,,,,,,,,,,0.0,0.0
Christopher Clayton,,,,,,,,,,,0.0,0.0
Martin Stiegwardt,,,,,,,,,,,0.0,0.0
Parsa Samii,,,,,,,,,,,0.0,0.0
Amadeus Fulford Jones,,,,,,,,,,,0.0,0.0
Kevin Hawke,,,,,,,,,,,0.0,0.0
Tewfiq Hadj Slimane,,,,,,,,,,,0.0,0.0
Massimo Bosa,,1.0,6.0,40.0,23.0,10.0,5.0,6.0,3.0,8.0,0.0,0.0
Aaron Marchetti,,,,,,,,,,,0.0,0.0
Aaron Badart,,,,,,,,,,,0.0,0.0
Gafur Ishmatov,,,,,,,,,,,0.0,0.0
Atsuo Ogawa,,,,,,,,,,,0.0,0.0
Jonathan Chu,,,,,,,,,,,0.0,0.0
Kyle Kliegerman,,,,,,,,,,,0.0,0.0
Dmitri Lomakin,,,,,,,,,,,0.0,0.0
Rouslan Nourmatov,,,,,,,,,,,0.0,0.0
Valentine Kassatkine,,,,,,,,,,,0.0,0.0
Alexandre Lichtchenko,,,,,,,,,,,0.0,0.0
Xavier Luscan,,,,,,,,,,,0.0,0.0
Luca Fereghino,,,,,,,,,,,0.0,0.0
Kj Weiss,,,,,,,,,,,0.0,0.0
Donny Opici,,,,,,,,,,,0.0,0.0
Tobias Raab,,,,,,,,,,,0.0,0.0
Gwen Arne Corches,,,,,,,,,,,0.0,0.0
Marius Zay,,1.5,3.5,61.0,39.5,22.5,8.5,8.5,5.0,9.0,0.0,0.0
Andre Santos,,,,,,,,,,,0.0,0.0
Sergio Bruni,,,,,,,,,,,0.0,0.0
Matija Zgaga,,,,,,,,,,,0.0,0.0
Anuwat Daladom,,,,,,,,,,,0.0,0.0
Marc Marco Ripoll,,,,,,,,,,,0.0,0.0
Ivan Rodrigo,,,,,,,,,,,0.0,0.0
Javier Foronda Bolanos,,,,,,,,,,,0.0,0.0
Guillermo Platel,,,,,,,,,,,0.0,0.0
Eduardo Portal,,,,,,,,,,,0.0,0.0
Marcos Felipe Arend,,,,,,,,,,,0.0,0.0
Cedric Lenoir,,,,,,,,,,,0.0,0.0
Andreas Tattermusch,,,,,,,,,,,0.0,0.0
Tobias Huelsen,,,,,,,,,,,0.0,0.0
Aleksandar Jerinkic,,,,,,,,,,,0.0,0.0
Vukasin Jankovic,,,,,,,,,,,0.0,0.0
Helio Steiner,,,,,,,,,,,0.0,0.0
Diego Cubas,,,,,,,,,,,0.0,0.0
Andrew Nisker,,,,,,,,,,,0.0,0.0
Yusuke Egawa,,,,,,,,,,,0.0,0.0
Joji Miyao,,0.0,7.0,40.0,18.0,7.0,5.0,6.0,3.0,9.0,0.0,0.0
Yasuo Miyazaki,,,,,,,,,,,0.0,0.0
Douglas Stewart,,,,,,,,,,,0.0,0.0
Kc Corkery,190.0,,,,,,,,,,0.0,0.0
Bo Hodge,193.0,,,,,,,,,,0.0,0.0
James Fox,,,,,,,,,,,0.0,0.0
Ben Ellwood,178.0,1.0,10.0,67.0,46.0,30.0,7.0,12.0,0.0,5.0,0.0,0.0
Morgan Wilson,,,,,,,,,,,0.0,0.0
Gianluca Bolognino,,,,,,,,,,,0.0,0.0
Tero Vilen,,,,,,,,,,,0.0,0.0
Aleksandr Agafonov,,0.0,3.0,56.0,36.0,25.0,7.0,8.0,5.0,8.0,0.0,0.0
Dmitro Tolok,,,,,,,,,,,0.0,0.0
Vladimir Portnov,,,,,,,,,,,0.0,0.0
Daniel Krajnovic,,,,,,,,,,,0.0,0.0
Zlatan Kadric,,,,,,,,,,,0.0,0.0
Aleksandar Maric,,,,,,,,,,,0.0,0.0
Alex Witt,,,,,,,,,,,0.0,0.0
Kamil Patel,,,,,,,,,,,0.0,0.0
Yves Eric Houpert,,,,,,,,,,,0.0,0.0
Ali Relata,,,,,,,,,,,0.0,0.0
Brad Weston,,4.5,2.5,93.0,60.0,40.0,18.5,13.0,9.5,12.0,0.0,0.0
Robert Haybittel,,,,,,,,,,,0.0,0.0
Ben Kronk,,,,,,,,,,,0.0,0.0
Josh Goffi,,,,,,,,,,,0.0,0.0
Dean Yimoyines Jr,,,,,,,,,,,0.0,0.0
David Sebok,,,,,,,,,,,0.0,0.0
Markus Bayer,,,,,,,,,,,0.0,0.0
Chun Hwan Nam,,,,,,,,,,,0.0,0.0
Chul Hee Lee,,,,,,,,,,,0.0,0.0
Seung Hoon Ohuchi,,,,,,,,,,,0.0,0.0
Israel Matos Gil,,2.0,3.5,67.0,38.5,24.0,11.0,9.0,4.0,8.0,0.0,0.0
Helder Lopes,,5.0,4.0,79.0,31.0,18.0,20.0,12.0,9.0,16.0,0.0,0.0
Albano Galan,,,,,,,,,,,0.0,0.0
Tony Holzinger,,,,,,,,,,,0.0,0.0
Peter Rodrigues,,,,,,,,,,,0.0,0.0
Georg Novak,,,,,,,,,,,0.0,0.0
Oleg Dmitriev,,,,,,,,,,,0.0,0.0
Florian Nufer,,,,,,,,,,,0.0,0.0
Tommaso Cafferata,,,,,,,,,,,0.0,0.0
Christophe Bosio,,,,,,,,,,,0.0,0.0
Akbar Taheri,,,,,,,,,,,0.0,0.0
Josef Nesticky,,,,,,,,,,,0.0,0.0
Koorosh Hashemian,,,,,,,,,,,0.0,0.0
Rouzbeh Kamran,,,,,,,,,,,0.0,0.0
Mohammed Mohazebnia,,,,,,,,,,,0.0,0.0
Mehrdad Vahabi,,,,,,,,,,,0.0,0.0
Artem Naymushin,,,,,,,,,,,0.0,0.0
Omid Souri,,,,,,,,,,,0.0,0.0
Jay Gooding,188.0,2.0,0.0,50.0,30.0,15.0,10.0,8.0,3.0,7.0,0.0,0.0
Alex Menichini,,,,,,,,,,,0.0,0.0
Vinod Sridhar,,,,,,,,,,,0.0,0.0
Saurabh Singh,,,,,,,,,,,0.0,0.0
Thomas Mangold,,,,,,,,,,,0.0,0.0
Stephen Huss,180.0,,,,,,,,,,0.0,0.0
Philippe Frayssinoux,190.0,,,,,,,,,,0.0,0.0
Vince Mellino,,,,,,,,,,,0.0,0.0
Vincent Baudat,,,,,,,,,,,0.0,0.0
Michael Staniak,,,,,,,,,,,0.0,0.0
Peter Handoyo,,,,,,,,,,,0.0,0.0
Duc Duong Ngo,,,,,,,,,,,0.0,0.0
Janne Holmia,,,,,,,,,,,0.0,0.0
Baris Ergun,,,,,,,,,,,0.0,0.0
Gabriel Franco,,,,,,,,,,,0.0,0.0
Volodymyr Nikolenko,,,,,,,,,,,0.0,0.0
Andrei Savchuk,,,,,,,,,,,0.0,0.0
Rafael Schaerf,,,,,,,,,,,0.0,0.0
Riccardo Desto,,,,,,,,,,,0.0,0.0
Rob Searle,,,,,,,,,,,0.0,0.0
Marc Bauer,,,,,,,,,,,0.0,0.0
Laszlo Toth,,,,,,,,,,,0.0,0.0
Andreas Fasching,,0.0,2.0,59.0,45.0,28.0,5.0,9.0,2.0,5.0,0.0,0.0
Patrick Schmolzer,,,,,,,,,,,0.0,0.0
Peter Gem,,,,,,,,,,,0.0,0.0
Stefan Imielski,,,,,,,,,,,0.0,0.0
Denis Isaev,,,,,,,,,,,0.0,0.0
Eduard Khan,,,,,,,,,,,0.0,0.0
Kean Feeder,,,,,,,,,,,0.0,0.0
Lassi Ketola,,,,,,,,,,,0.0,0.0
Jan Zelezny,,,,,,,,,,,0.0,0.0
Sebastian Schulz,,,,,,,,,,,0.0,0.0
Rahul Sankhla,,,,,,,,,,,0.0,0.0
Marco Osorio,,,,,,,,,,,0.0,0.0
Ytai Abougzir,,,,,,,,,,,0.0,0.0
Eduardo Magadan,,,,,,,,,,,0.0,0.0
Carlos Lozano,,,,,,,,,,,0.0,0.0
Javier Herrera Eguiluz,,,,,,,,,,,0.0,0.0
Whi Kim,,,,,,,,,,,0.0,0.0
Cary Franklin,,,,,,,,,,,0.0,0.0
Chad Harris,,,,,,,,,,,0.0,0.0
Lukasz Wodnicki,,,,,,,,,,,0.0,0.0
Yeon Wook Lee,,,,,,,,,,,0.0,0.0
Byung Kook Kang,,,,,,,,,,,0.0,0.0
Ivo Bratanov,,,,,,,,,,,0.0,0.0
Dimo Tolev,,,,,,,,,,,0.0,0.0
Dominike Tiedt,,,,,,,,,,,0.0,0.0
Frantisek Polyak,,,,,,,,,,,0.0,0.0
Philipp Puck,,,,,,,,,,,0.0,0.0
Nicolas Bruns,,,,,,,,,,,0.0,0.0
Dmitri Babenko,,,,,,,,,,,0.0,0.0
Jose Imaz Ruiz,178.0,,,,,,,,,,0.0,0.0
Stefano Vukov,,,,,,,,,,,0.0,0.0
Goran Belosevic,,,,,,,,,,,0.0,0.0
Bosko Simundsa,,,,,,,,,,,0.0,0.0
Antonio Couvert,,,,,,,,,,,0.0,0.0
Joshua Olivas,,,,,,,,,,,0.0,0.0
Kris Nathan,180.0,,,,,,,,,,0.0,0.0
Ross Connolly,,,,,,,,,,,0.0,0.0
Vagen Akapian,,,,,,,,,,,0.0,0.0
Shaul Aloni,,,,,,,,,,,0.0,0.0
Thiago Gomes,,,,,,,,,,,0.0,0.0
Theron Cole,,,,,,,,,,,0.0,0.0
Jamil Al Agba,,,,,,,,,,,0.0,0.0
Dmitriy Ivanov,,,,,,,,,,,0.0,0.0
Sobir Ochilov,,,,,,,,,,,0.0,0.0
Adam Lownsbrough,183.0,,,,,,,,,,0.0,0.0
Armen Gomktsian,,,,,,,,,,,0.0,0.0
John Thivolle,,,,,,,,,,,0.0,0.0
Lefteris Alexiou,,,,,,,,,,,0.0,0.0
Andreas Weber,,,,,,,,,,,0.0,0.0
Cesar Ferrer Victoria,,,,,,,,,,,0.0,0.0
Rodrigo Ribeiro,,,,,,,,,,,0.0,0.0
Henrique Pinto Silva,,,,,,,,,,,0.0,0.0
Petar Djukic,,,,,,,,,,,0.0,0.0
Pedro Alves,,,,,,,,,,,0.0,0.0
Raony Carvalho,,0.0,1.0,47.0,32.0,15.0,8.0,8.0,2.0,6.0,0.0,0.0
Dejan Cvetkovic,,,,,,,,,,,0.0,0.0
Matt Klinger,,,,,,,,,,,0.0,0.0
Naoki Arimoto,,,,,,,,,,,0.0,0.0
Tom Burn,,1.0,1.0,88.0,54.0,27.0,22.0,12.0,5.0,9.0,0.0,0.0
David Sanger,,,,,,,,,,,0.0,0.0
Ralph Regus,,3.0,5.0,64.0,28.0,20.0,14.0,10.0,6.0,10.0,0.0,0.0
Marcus Mansson,,20.0,3.0,82.0,47.0,37.0,13.0,11.0,3.0,4.0,0.0,0.0
Toru Horie,,4.0,2.0,58.0,40.0,27.0,9.0,10.0,4.0,7.0,0.0,0.0
Mauricio Rivera Caballero,,1.3333333333333333,8.666666666666666,84.0,53.333333333333336,33.666666666666664,13.0,11.333333333333334,6.666666666666667,10.666666666666666,0.0,0.0
Andrey Yakovlev,,0.38095238095238093,6.238095238095238,43.95238095238095,23.238095238095237,10.714285714285714,5.809523809523809,7.190476190476191,2.380952380952381,7.857142857142857,0.0,0.0
Ricardo David Mayagoitia,,0.0,1.0,35.0,24.0,4.0,5.0,7.0,2.0,8.0,0.0,0.0
